GrLivArea,TotalBsmtSF,LotArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Neighborhood,GarageCars,GarageArea,PoolArea,Fireplaces,BldgType,HouseStyle,SalePrice
1747,718.0,9578,1,1,4,10,7,1980,1991,CollgCr,3.0,593.0,0,2,1Fam,SLvl,278188
1500,1399.0,8106,6,1,10,3,4,1998,2010,Somerst,3.0,643.0,0,2,Twnhs,1.5Fin,244069
1707,1278.0,11798,6,2,10,8,3,2000,2008,Edwards,1.0,198.0,0,2,1Fam,SFoyer,272637
2302,818.0,11157,5,2,6,8,1,1982,2003,Gilbert,1.0,200.0,0,0,1Fam,2Story,289256
1357,,7570,4,1,8,2,8,1963,1977,NridgHt,1.0,,0,3,2fmCon,SFoyer,212084
1569,1161.0,14257,2,1,5,8,3,1943,1954,OldTown,1.0,225.0,0,2,TwnhsE,2Story,231148
956,1192.0,10880,1,2,5,1,2,1928,1929,NWAmes,0.0,0.0,0,2,1Fam,1Story,131866
1065,491.0,12189,2,1,5,6,4,1958,1962,Edwards,2.0,272.0,0,2,1Fam,1.5Fin,182305
1548,1301.0,14175,1,2,3,8,3,1970,1982,Somerst,2.0,461.0,675,1,Duplex,SLvl,348735
2051,829.0,10065,3,3,7,3,1,1991,2010,OldTown,0.0,0.0,0,2,Twnhs,SLvl,225626
1371,892.0,10950,5,3,9,8,3,1908,1927,Sawyer,3.0,682.0,0,2,2fmCon,1.5Fin,212108
1382,1791.0,12430,6,1,10,1,2,1991,2010,Gilbert,0.0,0.0,0,0,1Fam,1Story,207351
1296,1090.0,7825,6,3,8,9,8,1905,1912,Gilbert,2.0,500.0,0,1,1Fam,1Story,234062
1232,884.0,10162,4,3,5,9,6,1928,1954,Sawyer,,391.0,0,0,TwnhsE,SFoyer,214063
1647,338.0,10376,2,3,6,5,9,1957,1970,Gilbert,0.0,0.0,0,3,1Fam,1Story,204006
751,1416.0,7131,2,3,5,10,8,1916,1930,OldTown,1.0,186.0,0,1,1Fam,SFoyer,212119
2140,,16952,2,2,3,4,3,1915,1925,OldTown,3.0,519.0,0,0,1Fam,2Story,205765
1167,698.0,5778,6,2,7,6,5,1986,1986,CollgCr,0.0,0.0,0,0,1Fam,1.5Fin,176173
1860,900.0,6105,2,1,3,7,7,1994,2010,NAmes,2.0,447.0,0,3,1Fam,2Story,268003
865,1424.0,13942,5,3,9,5,5,1902,1904,Somerst,1.0,211.0,0,3,1Fam,2Story,198512
1834,1231.0,12139,1,3,3,10,8,1920,1936,Edwards,3.0,608.0,0,2,Duplex,2Story,294309
1835,952.0,6922,6,3,8,9,5,1963,1990,CollgCr,2.0,331.0,0,2,1Fam,2Story,264597
1692,1092.0,11821,5,1,9,3,1,1989,2007,NAmes,3.0,727.0,0,1,1Fam,SLvl,234257
1002,819.0,14403,3,2,6,7,5,1935,1948,OldTown,1.0,203.0,0,1,1Fam,1Story,181428
1624,1041.0,9909,5,3,8,10,4,2005,2010,NridgHt,2.0,442.0,0,3,TwnhsE,1.5Fin,312867
908,1022.0,17796,5,2,8,10,6,2000,2010,CollgCr,1.0,199.0,0,1,2fmCon,1.5Fin,241616
1373,1290.0,4827,3,1,7,5,3,1985,2007,Mitchel,0.0,0.0,0,2,1Fam,2Story,207150
2014,1290.0,12081,5,2,7,7,5,1961,1968,Gilbert,0.0,0.0,0,3,1Fam,1.5Fin,271652
1898,1148.0,13499,1,3,5,2,2,1941,1953,Gilbert,3.0,640.0,0,0,1Fam,SFoyer,224536
1507,891.0,12674,6,2,8,4,6,1975,2001,OldTown,1.0,,0,3,TwnhsE,1.5Fin,205042
1012,1222.0,9386,4,2,5,2,6,1941,1960,NAmes,1.0,213.0,0,1,1Fam,2Story,162674
1822,972.0,9128,3,1,7,7,5,1960,1962,NWAmes,3.0,673.0,0,2,1Fam,1.5Fin,254418
1509,,11332,6,1,8,2,6,1912,1916,Somerst,3.0,659.0,0,2,Duplex,1Story,195995
500,879.0,12447,2,1,3,1,7,1910,1918,CollgCr,3.0,445.0,0,0,2fmCon,2Story,116188
1891,1025.0,11807,1,1,2,9,5,1953,1981,Sawyer,0.0,,0,0,1Fam,SLvl,249482
1487,1273.0,13120,4,2,8,1,1,1915,1920,Mitchel,3.0,665.0,0,3,1Fam,1Story,192762
2101,944.0,6943,1,2,3,8,8,1907,1931,Mitchel,,0.0,0,2,1Fam,1.5Fin,254124
952,637.0,9316,1,1,2,2,4,2003,2010,Edwards,3.0,505.0,0,0,1Fam,SLvl,162600
500,1017.0,7179,2,1,6,8,9,1958,1959,Mitchel,1.0,211.0,0,0,1Fam,1Story,176380
1639,1034.0,8841,4,3,5,3,6,1956,1968,Gilbert,1.0,167.0,0,3,Twnhs,SFoyer,217522
1645,1055.0,13045,1,3,4,6,1,1939,1943,Somerst,3.0,556.0,0,3,1Fam,1Story,252518
654,1275.0,10323,2,1,6,3,3,2008,2010,OldTown,3.0,676.0,0,2,2fmCon,SLvl,174480
1010,1305.0,17820,3,2,4,7,3,1958,1984,Mitchel,0.0,0.0,0,1,1Fam,SFoyer,196547
2877,821.0,10580,2,1,6,10,4,1901,1925,Sawyer,2.0,317.0,0,1,1Fam,1.5Fin,311473
1347,815.0,10179,5,2,9,9,6,1993,2000,CollgCr,0.0,0.0,0,2,TwnhsE,2Story,239235
1865,687.0,10318,6,2,8,2,7,1993,2010,NAmes,1.0,174.0,0,1,2fmCon,1.5Fin,217677
1174,1209.0,8086,2,3,4,5,4,1975,1975,Somerst,3.0,607.0,0,2,Twnhs,2Story,224144
